Query_ID,Doc_ID,Rank,Term,W_query,W_doc,Dot_Product_Contrib,Query_Norm,Doc_Norm,Total_Cosine_Sim
100,739,5,buckl,0.2667,0.1437,0.0383,0.8631,0.3548,0.4252
100,739,5,imperfect,0.4518,0.0243,0.011,0.8631,0.3548,0.4252
100,739,5,cylindr,0.2943,0.0476,0.014,0.8631,0.3548,0.4252
100,739,5,elast,0.3153,0.034,0.0107,0.8631,0.3548,0.4252
100,739,5,shell,0.2868,0.1545,0.0443,0.8631,0.3548,0.4252
100,1126,6,compress,0.2168,0.0368,0.008,0.8631,0.4833,0.4056
100,1126,6,effect,0.1059,0.018,0.0019,0.8631,0.4833,0.4056
100,1126,6,axial,0.2504,0.1276,0.0319,0.8631,0.4833,0.4056
100,1126,6,buckl,0.2667,0.1359,0.0362,0.8631,0.4833,0.4056
100,1126,6,cylindr,0.2943,0.1,0.0294,0.8631,0.4833,0.4056
100,1126,6,elast,0.3153,0.1071,0.0338,0.8631,0.4833,0.4056
100,1126,6,shell,0.2868,0.0974,0.0279,0.8631,0.4833,0.4056
100,1172,7,compress,0.2168,0.0199,0.0043,0.8631,0.4907,0.3994
100,1172,7,effect,0.1059,0.0292,0.0031,0.8631,0.4907,0.3994
100,1172,7,axial,0.2504,0.046,0.0115,0.8631,0.4907,0.3994
100,1172,7,buckl,0.2667,0.1225,0.0327,0.8631,0.4907,0.3994
100,1172,7,cylindr,0.2943,0.0541,0.0159,0.8631,0.4907,0.3994
100,1172,7,elast,0.3153,0.2027,0.0639,0.8631,0.4907,0.3994
100,1172,7,shell,0.2868,0.1317,0.0378,0.8631,0.4907,0.3994
100,897,8,compress,0.2168,0.0325,0.007,0.8631,0.4746,0.397
100,897,8,effect,0.1059,0.0318,0.0034,0.8631,0.4746,0.397
100,897,8,axial,0.2504,0.0376,0.0094,0.8631,0.4746,0.397
100,897,8,buckl,0.2667,0.16,0.0427,0.8631,0.4746,0.397
100,897,8,initi,0.2837,0.0851,0.0241,0.8631,0.4746,0.397
100,897,8,cylindr,0.2943,0.1325,0.039,0.8631,0.4746,0.397
100,897,8,shell,0.2868,0.129,0.037,0.8631,0.4746,0.397
100,1171,9,compress,0.2168,0.1301,0.0282,0.8631,0.533,0.3763
100,1171,9,axial,0.2504,0.1503,0.0376,0.8631,0.533,0.3763
100,1171,9,cylindr,0.2943,0.1177,0.0347,0.8631,0.533,0.3763
100,1171,9,elast,0.3153,0.1261,0.0398,0.8631,0.533,0.3763
100,1171,9,shell,0.2868,0.1147,0.0329,0.8631,0.533,0.3763
100,741,10,compress,0.2168,0.075,0.0163,0.8631,0.4923,0.3684
100,741,10,axial,0.2504,0.13,0.0326,0.8631,0.4923,0.3684
100,741,10,buckl,0.2667,0.1846,0.0492,0.8631,0.4923,0.3684
100,741,10,cylindr,0.2943,0.1019,0.03,0.8631,0.4923,0.3684
100,741,10,shell,0.2868,0.0993,0.0285,0.8631,0.4923,0.3684
101,817,1,deform,0.2611,0.0771,0.0201,0.8154,0.8041,0.4833
101,817,1,stress,0.1698,0.2508,0.0426,0.8154,0.8041,0.4833
101,817,1,increment,0.3393,0.2005,0.068,0.8154,0.8041,0.4833
101,817,1,plastic,0.2956,0.1747,0.0516,0.8154,0.8041,0.4833
101,817,1,strain,0.2754,0.4883,0.1345,0.8154,0.8041,0.4833
101,820,2,deform,0.2611,0.1424,0.0372,0.8154,0.4517,0.4385
101,820,2,stress,0.1698,0.0617,0.0105,0.8154,0.4517,0.4385
101,820,2,plastic,0.2956,0.2419,0.0715,0.8154,0.4517,0.4385
101,820,2,theori,0.1726,0.1255,0.0217,0.8154,0.4517,0.4385
101,820,2,strain,0.2754,0.0751,0.0207,0.8154,0.4517,0.4385
101,819,3,deform,0.2611,0.1756,0.0458,0.8154,0.5575,0.4182
101,819,3,differ,0.1528,0.0685,0.0105,0.8154,0.5575,0.4182
101,819,3,great,0.2716,0.0609,0.0165,0.8154,0.5575,0.4182
101,819,3,stress,0.1698,0.1142,0.0194,0.8154,0.5575,0.4182
101,819,3,increment,0.3393,0.0761,0.0258,0.8154,0.5575,0.4182
101,819,3,plastic,0.2956,0.1988,0.0588,0.8154,0.5575,0.4182
101,819,3,theori,0.1726,0.0774,0.0134,0.8154,0.5575,0.4182
101,1119,4,deform,0.2611,0.078,0.0204,0.8154,0.3175,0.3671
101,1119,4,increment,0.3393,0.0254,0.0086,0.8154,0.3175,0.3671
101,1119,4,stabil,0.189,0.0706,0.0133,0.8154,0.3175,0.3671
101,1119,4,appli,0.1482,0.0111,0.0016,0.8154,0.3175,0.3671
101,1119,4,plastic,0.2956,0.1325,0.0392,0.8154,0.3175,0.3671
101,1119,4,problem,0.1128,0.0169,0.0019,0.8154,0.3175,0.3671
101,1119,4,theori,0.1726,0.058,0.01,0.8154,0.3175,0.3671
101,818,5,deform,0.2611,0.1029,0.0269,0.8154,0.4378,0.3476
101,818,5,differ,0.1528,0.0301,0.0046,0.8154,0.4378,0.3476
101,818,5,stress,0.1698,0.1003,0.017,0.8154,0.4378,0.3476
101,818,5,plastic,0.2956,0.1165,0.0344,0.8154,0.4378,0.3476
101,818,5,problem,0.1128,0.0222,0.0025,0.8154,0.4378,0.3476
101,818,5,theori,0.1726,0.051,0.0088,0.8154,0.4378,0.3476
101,818,5,strain,0.2754,0.1085,0.0299,0.8154,0.4378,0.3476
101,823,6,relationship,0.3037,0.0658,0.02,0.8154,0.4833,0.3461
101,823,6,deform,0.2611,0.0566,0.0148,0.8154,0.4833,0.3461
101,823,6,stress,0.1698,0.0368,0.0062,0.8154,0.4833,0.3461
101,823,6,plastic,0.2956,0.2562,0.0757,0.8154,0.4833,0.3461
101,823,6,theori,0.1726,0.0187,0.0032,0.8154,0.4833,0.3461
101,823,6,strain,0.2754,0.0597,0.0164,0.8154,0.4833,0.3461
101,825,7,deform,0.2611,0.0265,0.0069,0.8154,0.3982,0.3139
101,825,7,stress,0.1698,0.0172,0.0029,0.8154,0.3982,0.3139
101,825,7,increment,0.3393,0.1378,0.0468,0.8154,0.3982,0.3139
101,825,7,appli,0.1482,0.015,0.0022,0.8154,0.3982,0.3139
101,825,7,plastic,0.2956,0.1201,0.0355,0.8154,0.3982,0.3139
101,825,7,theori,0.1726,0.0438,0.0076,0.8154,0.3982,0.3139
101,760,8,relationship,0.3037,0.0387,0.0118,0.8154,0.4038,0.2862
101,760,8,deform,0.2611,0.0666,0.0174,0.8154,0.4038,0.2862
101,760,8,stress,0.1698,0.0433,0.0073,0.8154,0.4038,0.2862
101,760,8,increment,0.3393,0.0865,0.0293,0.8154,0.4038,0.2862
101,760,8,plastic,0.2956,0.0377,0.0111,0.8154,0.4038,0.2862
101,760,8,theori,0.1726,0.044,0.0076,0.8154,0.4038,0.2862
101,760,8,strain,0.2754,0.0351,0.0097,0.8154,0.4038,0.2862
101,837,9,deform,0.2611,0.0231,0.006,0.8154,0.4153,0.2745
101,837,9,stress,0.1698,0.1502,0.0255,0.8154,0.4153,0.2745
101,837,9,plastic,0.2956,0.0784,0.0232,0.8154,0.4153,0.2745
101,837,9,problem,0.1128,0.0299,0.0034,0.8154,0.4153,0.2745
101,837,9,theori,0.1726,0.0076,0.0013,0.8154,0.4153,0.2745
101,837,9,strain,0.2754,0.1218,0.0335,0.8154,0.4153,0.2745
101,1121,10,differ,0.1528,0.0255,0.0039,0.8154,0.3976,0.2172
101,1121,10,stress,0.1698,0.0566,0.0096,0.8154,0.3976,0.2172
101,1121,10,plastic,0.2956,0.0985,0.0291,0.8154,0.3976,0.2172
101,1121,10,theori,0.1726,0.0144,0.0025,0.8154,0.3976,0.2172
101,1121,10,strain,0.2754,0.0918,0.0253,0.8154,0.3976,0.2172
102,910,1,span,0.5009,0.2505,0.1255,1.1657,0.8381,0.2366
102,910,1,continu,0.4598,0.2299,0.1057,1.1657,0.8381,0.2366
102,660,2,basic,0.5044,0.1545,0.0779,1.1657,0.3502,0.1909
102,728,3,structur,0.3673,0.0659,0.0242,1.1657,0.5597,0.1535
102,728,3,continu,0.4598,0.1651,0.0759,1.1657,0.5597,0.1535
102,1339,4,characterist,0.2899,0.0448,0.013,1.1657,0.2976,0.1496
102,1339,4,span,0.5009,0.0516,0.0258,1.1657,0.2976,0.1496
102,1339,4,basic,0.5044,0.026,0.0131,1.1657,0.2976,0.1496
102,1092,5,characterist,0.2899,0.024,0.007,1.1657,0.5213,0.1483
102,1092,5,span,0.5009,0.166,0.0832,1.1657,0.5213,0.1483
102,516,6,characterist,0.2899,0.0572,0.0166,1.1657,0.3974,0.1435
102,516,6,dynam,0.4107,0.1215,0.0499,1.1657,0.3974,0.1435
102,287,7,characterist,0.2899,0.0244,0.0071,1.1657,0.4376,0.1384
102,287,7,span,0.5009,0.1267,0.0635,1.1657,0.4376,0.1384
102,1001,8,characterist,0.2899,0.0742,0.0215,1.1657,0.4121,0.1347
102,1001,8,dynam,0.4107,0.1052,0.0432,1.1657,0.4121,0.1347
102,729,9,characterist,0.2899,0.0214,0.0062,1.1657,0.4355,0.1324
102,729,9,structur,0.3673,0.0812,0.0298,1.1657,0.4355,0.1324
102,729,9,continu,0.4598,0.0678,0.0312,1.1657,0.4355,0.1324
102,286,10,dynam,0.4107,0.25,0.1027,1.1657,0.6915,0.1274
103,761,1,sphere,0.7161,0.2192,0.157,1.5565,0.5535,0.4989
103,761,1,sandwich,0.9359,0.191,0.1787,1.5565,0.5535,0.4989
103,761,1,buckl,0.48,0.1959,0.094,1.5565,0.5535,0.4989
103,1048,2,sandwich,0.9359,0.2925,0.2737,1.5565,0.5663,0.3514
103,1048,2,buckl,0.48,0.075,0.036,1.5565,0.5663,0.3514
103,720,3,sandwich,0.9359,0.2576,0.2411,1.5565,0.4906,0.3157
103,1049,4,sandwich,0.9359,0.319,0.2986,1.5565,0.6282,0.3054
103,1050,5,sandwich,0.9359,0.208,0.1946,1.5565,0.5443,0.2902
103,1050,5,buckl,0.48,0.1067,0.0512,1.5565,0.5443,0.2902
103,1214,6,sphere,0.7161,0.0634,0.0454,1.5565,0.3788,0.2823
103,1214,6,inform,0.692,0.0919,0.0636,1.5565,0.3788,0.2823
103,1214,6,avail,0.57,0.1009,0.0575,1.5565,0.3788,0.2823
103,770,7,sphere,0.7161,0.2754,0.1972,1.5565,0.4773,0.2655
103,956,8,sandwich,0.9359,0.1248,0.1168,1.5565,0.4467,0.2342
103,956,8,buckl,0.48,0.096,0.0461,1.5565,0.4467,0.2342
103,1127,9,sandwich,0.9359,0.104,0.0973,1.5565,0.4184,0.2281
103,1127,9,buckl,0.48,0.1067,0.0512,1.5565,0.4184,0.2281
103,669,10,sphere,0.7161,0.2652,0.1899,1.5565,0.6169,0.1978
104,762,1,beam,0.401,0.0428,0.0172,0.872,0.4684,0.3185
104,762,1,temperatur,0.1503,0.1124,0.0169,0.872,0.4684,0.3185
104,762,1,load,0.1769,0.1322,0.0234,0.872,0.4684,0.3185
104,762,1,inelast,0.4492,0.1439,0.0647,0.872,0.4684,0.3185
104,762,1,materi,0.2736,0.0292,0.008,0.872,0.4684,0.3185
104,1177,2,beam,0.401,0.2846,0.1141,0.872,0.5331,0.2965
104,1177,2,present,0.0923,0.0164,0.0015,0.872,0.5331,0.2965
104,1177,2,load,0.1769,0.1255,0.0222,0.872,0.5331,0.2965
104,462,3,beam,0.401,0.1003,0.0402,0.872,0.4089,0.2411
104,462,3,obtain,0.1004,0.0251,0.0025,0.872,0.4089,0.2411
104,462,3,present,0.0923,0.0115,0.0011,0.872,0.4089,0.2411
104,462,3,temperatur,0.1503,0.0939,0.0141,0.872,0.4089,0.2411
104,462,3,materi,0.2736,0.1026,0.0281,0.872,0.4089,0.2411
104,644,4,beam,0.401,0.1214,0.0487,0.872,0.3486,0.237
104,644,4,obtain,0.1004,0.0203,0.002,0.872,0.3486,0.237
104,644,4,present,0.0923,0.0373,0.0034,0.872,0.3486,0.237
104,644,4,uniform,0.2043,0.0412,0.0084,0.872,0.3486,0.237
104,644,4,load,0.1769,0.0536,0.0095,0.872,0.3486,0.237
104,29,5,beam,0.401,0.1225,0.0491,0.872,0.3385,0.2269
104,29,5,obtain,0.1004,0.0077,0.0008,0.872,0.3385,0.2269
104,29,5,present,0.0923,0.0353,0.0033,0.872,0.3385,0.2269
104,29,5,temperatur,0.1503,0.0918,0.0138,0.872,0.3385,0.2269
104,913,6,beam,0.401,0.2557,0.1025,0.872,0.61,0.2178
104,913,6,uniform,0.2043,0.0651,0.0133,0.872,0.61,0.2178
104,910,7,beam,0.401,0.3151,0.1263,0.872,0.8381,0.2177
104,910,7,uniform,0.2043,0.1605,0.0328,0.872,0.8381,0.2177
104,1024,8,beam,0.401,0.1192,0.0478,0.872,0.4702,0.1903
104,1024,8,obtain,0.1004,0.0298,0.003,0.872,0.4702,0.1903
104,1024,8,load,0.1769,0.0701,0.0124,0.872,0.4702,0.1903
104,1024,8,materi,0.2736,0.0542,0.0148,0.872,0.4702,0.1903
104,1316,9,beam,0.401,0.171,0.0686,0.872,0.5019,0.1875
104,1316,9,temperatur,0.1503,0.0897,0.0135,0.872,0.5019,0.1875
104,760,10,deform,0.3086,0.0666,0.0205,0.872,0.4038,0.1846
104,760,10,present,0.0923,0.01,0.0009,0.872,0.4038,0.1846
104,760,10,inelast,0.4492,0.0969,0.0435,0.872,0.4038,0.1846
105,848,1,column,0.4576,0.0872,0.0399,1.2829,0.5166,0.5168
105,848,1,effect,0.1191,0.0227,0.0027,1.2829,0.5166,0.5168
105,848,1,breath,0.7682,0.1463,0.1124,1.2829,0.5166,0.5168
105,848,1,intern,0.4325,0.0824,0.0356,1.2829,0.5166,0.5168
105,848,1,cylindr,0.3311,0.1261,0.0418,1.2829,0.5166,0.5168
105,848,1,vibrat,0.4024,0.0766,0.0308,1.2829,0.5166,0.5168
105,848,1,shell,0.3226,0.2458,0.0793,1.2829,0.5166,0.5168
105,764,2,effect,0.1191,0.0098,0.0012,1.2829,0.5687,0.5032
105,764,2,breath,0.7682,0.1267,0.0973,1.2829,0.5687,0.5032
105,764,2,intern,0.4325,0.0713,0.0309,1.2829,0.5687,0.5032
105,764,2,liquid,0.5191,0.2569,0.1334,1.2829,0.5687,0.5032
105,764,2,cylindr,0.3311,0.0273,0.009,1.2829,0.5687,0.5032
105,764,2,vibrat,0.4024,0.0664,0.0267,1.2829,0.5687,0.5032
105,764,2,shell,0.3226,0.2128,0.0687,1.2829,0.5687,0.5032
105,847,3,effect,0.1191,0.018,0.0021,1.2829,0.4723,0.2632
105,847,3,intern,0.4325,0.0653,0.0282,1.2829,0.4723,0.2632
105,847,3,cylindr,0.3311,0.1,0.0331,1.2829,0.4723,0.2632
105,847,3,vibrat,0.4024,0.1215,0.0489,1.2829,0.4723,0.2632
105,847,3,shell,0.3226,0.1461,0.0471,1.2829,0.4723,0.2632
105,846,4,effect,0.1191,0.0157,0.0019,1.2829,0.5018,0.245
105,846,4,intern,0.4325,0.2288,0.0989,1.2829,0.5018,0.245
105,846,4,cylindr,0.3311,0.0219,0.0072,1.2829,0.5018,0.245
105,846,4,vibrat,0.4024,0.1064,0.0428,1.2829,0.5018,0.245
105,846,4,shell,0.3226,0.0213,0.0069,1.2829,0.5018,0.245
105,763,5,effect,0.1191,0.034,0.0041,1.2829,0.443,0.2019
105,763,5,intern,0.4325,0.1854,0.0802,1.2829,0.443,0.2019
105,763,5,cylindr,0.3311,0.0473,0.0157,1.2829,0.443,0.2019
105,763,5,shell,0.3226,0.0461,0.0149,1.2829,0.443,0.2019
105,1019,6,column,0.4576,0.2836,0.1298,1.2829,0.5056,0.2013
105,1019,6,effect,0.1191,0.0067,0.0008,1.2829,0.5056,0.2013
105,743,7,intern,0.4325,0.0461,0.02,1.2829,0.4859,0.1961
105,743,7,cylindr,0.3311,0.1413,0.0468,1.2829,0.4859,0.1961
105,743,7,shell,0.3226,0.1721,0.0555,1.2829,0.4859,0.1961
105,953,8,effect,0.1191,0.0251,0.003,1.2829,0.6147,0.1889
105,953,8,cylindr,0.3311,0.1394,0.0462,1.2829,0.6147,0.1889
105,953,8,vibrat,0.4024,0.0847,0.0341,1.2829,0.6147,0.1889
105,953,8,shell,0.3226,0.2037,0.0657,1.2829,0.6147,0.1889
105,1071,9,intern,0.4325,0.1134,0.0491,1.2829,0.4857,0.1883
105,1071,9,shell,0.3226,0.2115,0.0682,1.2829,0.4857,0.1883
105,1017,10,column,0.4576,0.3244,0.1484,1.2829,0.6181,0.1872
106,847,1,vibrat,0.8047,0.1215,0.0977,1.276,0.4723,0.3343
106,847,1,experiment,0.3546,0.0268,0.0095,1.276,0.4723,0.3343
106,847,1,shell,0.6452,0.1461,0.0943,1.276,0.4723,0.3343
106,848,2,vibrat,0.8047,0.0766,0.0617,1.276,0.5166,0.3341
106,848,2,shell,0.6452,0.2458,0.1586,1.276,0.5166,0.3341
106,930,3,shell,0.6452,0.2828,0.1825,1.276,0.4485,0.3189
106,908,4,vibrat,0.8047,0.2813,0.2263,1.276,0.5679,0.3123
106,844,5,vibrat,0.8047,0.1623,0.1306,1.276,0.3877,0.3008
106,844,5,experiment,0.3546,0.0119,0.0042,1.276,0.3877,0.3008
106,844,5,shell,0.6452,0.0217,0.014,1.276,0.3877,0.3008
106,1036,6,vibrat,0.8047,0.14,0.1126,1.276,0.4883,0.2969
106,1036,6,shell,0.6452,0.1122,0.0724,1.276,0.4883,0.2969
106,764,7,vibrat,0.8047,0.0664,0.0534,1.276,0.5687,0.27
106,764,7,experiment,0.3546,0.0146,0.0052,1.276,0.5687,0.27
106,764,7,shell,0.6452,0.2128,0.1373,1.276,0.5687,0.27
106,890,8,shell,0.6452,0.2828,0.1825,1.276,0.5463,0.2618
106,739,9,vibrat,0.8047,0.0193,0.0155,1.276,0.3548,0.2612
106,739,9,experiment,0.3546,0.0085,0.003,1.276,0.3548,0.2612
106,739,9,shell,0.6452,0.1545,0.0997,1.276,0.3548,0.2612
106,1044,10,shell,0.6452,0.2377,0.1534,1.276,0.4705,0.2555
107,640,1,environ,0.3605,0.027,0.0097,0.8349,0.3826,0.3384
107,640,1,theoret,0.1275,0.0286,0.0036,0.8349,0.3826,0.3384
107,640,1,behaviour,0.282,0.0633,0.0179,0.8349,0.3826,0.3384
107,640,1,possibl,0.1577,0.0236,0.0037,0.8349,0.3826,0.3384
107,640,1,work,0.1798,0.0135,0.0024,0.8349,0.3826,0.3384
107,640,1,nois,0.2769,0.1037,0.0287,0.8349,0.3826,0.3384
107,640,1,structur,0.1837,0.11,0.0202,0.8349,0.3826,0.3384
107,640,1,design,0.1625,0.073,0.0119,0.8349,0.3826,0.3384
107,640,1,typic,0.2576,0.0386,0.0099,0.8349,0.3826,0.3384
107,725,2,theoret,0.1275,0.0275,0.0035,0.8349,0.5056,0.2627
107,725,2,nois,0.2769,0.1789,0.0496,0.8349,0.5056,0.2627
107,725,2,experiment,0.1013,0.0218,0.0022,0.8349,0.5056,0.2627
107,725,2,structur,0.1837,0.1187,0.0218,0.8349,0.5056,0.2627
107,725,2,aircraft,0.213,0.0917,0.0195,0.8349,0.5056,0.2627
107,725,2,typic,0.2576,0.0555,0.0143,0.8349,0.5056,0.2627
107,909,3,possibl,0.1577,0.0613,0.0097,0.8349,0.6685,0.2562
107,909,3,nois,0.2769,0.3231,0.0895,0.8349,0.6685,0.2562
107,909,3,structur,0.1837,0.1429,0.0262,0.8349,0.6685,0.2562
107,909,3,aircraft,0.213,0.0828,0.0176,0.8349,0.6685,0.2562
107,883,4,behaviour,0.282,0.2008,0.0566,0.8349,0.6004,0.2317
107,883,4,structur,0.1837,0.0872,0.016,0.8349,0.6004,0.2317
107,883,4,design,0.1625,0.0385,0.0063,0.8349,0.6004,0.2317
107,883,4,aircraft,0.213,0.1011,0.0215,0.8349,0.6004,0.2317
107,883,4,typic,0.2576,0.0611,0.0157,0.8349,0.6004,0.2317
107,51,5,structur,0.1837,0.1714,0.0315,0.8349,0.5059,0.2034
107,51,5,aircraft,0.213,0.2556,0.0544,0.8349,0.5059,0.2034
107,12,6,summar,0.3194,0.0613,0.0196,0.8349,0.4741,0.1929
107,12,6,experiment,0.1013,0.0194,0.002,0.8349,0.4741,0.1929
107,12,6,structur,0.1837,0.1761,0.0323,0.8349,0.4741,0.1929
107,12,6,design,0.1625,0.0312,0.0051,0.8349,0.4741,0.1929
107,12,6,aircraft,0.213,0.0817,0.0174,0.8349,0.4741,0.1929
107,137,7,nois,0.2769,0.3371,0.0934,0.8349,0.6633,0.1799
107,137,7,experiment,0.1013,0.0617,0.0062,0.8349,0.6633,0.1799
107,811,8,nois,0.2769,0.1587,0.0439,0.8349,0.4064,0.1733
107,811,8,aircraft,0.213,0.0697,0.0149,0.8349,0.4064,0.1733
107,209,9,nois,0.2769,0.2169,0.0601,0.8349,0.4706,0.1642
107,209,9,aircraft,0.213,0.0208,0.0044,0.8349,0.4706,0.1642
107,1279,10,environ,0.3605,0.1646,0.0593,0.8349,0.4647,0.1633
107,1279,10,design,0.1625,0.0247,0.004,0.8349,0.4647,0.1633
108,75,1,data,0.3729,0.0301,0.0112,1.4381,0.5236,0.574
108,75,1,fatigu,0.8306,0.201,0.1669,1.4381,0.5236,0.574
108,75,1,structur,0.5143,0.0829,0.0427,1.4381,0.5236,0.574
108,75,1,load,0.3892,0.0314,0.0122,1.4381,0.5236,0.574
108,75,1,acoust,0.9072,0.2195,0.1991,1.4381,0.5236,0.574
108,724,2,fatigu,0.8306,0.0977,0.0812,1.4381,0.6234,0.548
108,724,2,structur,0.5143,0.121,0.0622,1.4381,0.6234,0.548
108,724,2,load,0.3892,0.0229,0.0089,1.4381,0.6234,0.548
108,724,2,acoust,0.9072,0.3736,0.3389,1.4381,0.6234,0.548
108,726,3,fatigu,0.8306,0.2637,0.219,1.4381,0.522,0.4517
108,726,3,structur,0.5143,0.1633,0.084,1.4381,0.522,0.4517
108,726,3,load,0.3892,0.0927,0.0361,1.4381,0.522,0.4517
108,884,4,data,0.3729,0.0478,0.0178,1.4381,0.8087,0.3768
108,884,4,fatigu,0.8306,0.3195,0.2654,1.4381,0.8087,0.3768
108,884,4,structur,0.5143,0.2637,0.1356,1.4381,0.8087,0.3768
108,884,4,load,0.3892,0.0499,0.0194,1.4381,0.8087,0.3768
108,768,5,fatigu,0.8306,0.4829,0.4011,1.4381,0.8087,0.3752
108,768,5,load,0.3892,0.0905,0.0352,1.4381,0.8087,0.3752
108,883,6,data,0.3729,0.0316,0.0118,1.4381,0.6004,0.3513
108,883,6,fatigu,0.8306,0.2816,0.2339,1.4381,0.6004,0.3513
108,883,6,structur,0.5143,0.0872,0.0448,1.4381,0.6004,0.3513
108,883,6,load,0.3892,0.033,0.0128,1.4381,0.6004,0.3513
108,720,7,fatigu,0.8306,0.1143,0.0949,1.4381,0.4906,0.3468
108,720,7,structur,0.5143,0.0708,0.0364,1.4381,0.4906,0.3468
108,720,7,acoust,0.9072,0.1248,0.1133,1.4381,0.4906,0.3468
108,1244,8,acoust,0.9072,0.2169,0.1968,1.4381,0.4028,0.3397
108,640,9,data,0.3729,0.01,0.0037,1.4381,0.3826,0.2837
108,640,9,fatigu,0.8306,0.0888,0.0738,1.4381,0.3826,0.2837
108,640,9,structur,0.5143,0.11,0.0566,1.4381,0.3826,0.2837
108,640,9,acoust,0.9072,0.0243,0.022,1.4381,0.3826,0.2837
108,909,10,fatigu,0.8306,0.2307,0.1917,1.4381,0.6685,0.2758
108,909,10,structur,0.5143,0.1429,0.0735,1.4381,0.6685,0.2758
109,658,1,aerodynam,0.5142,0.0601,0.0309,1.2607,0.414,0.5136
109,658,1,panel,0.8594,0.276,0.2372,1.2607,0.414,0.5136
109,859,2,aerodynam,0.5142,0.0388,0.02,1.2607,0.4891,0.5021
109,859,2,panel,0.8594,0.3243,0.2787,1.2607,0.4891,0.5021
109,859,2,heat,0.3802,0.0287,0.0109,1.2607,0.4891,0.5021
109,1008,3,aerodynam,0.5142,0.0403,0.0207,1.2607,0.6077,0.4955
109,1008,3,panel,0.8594,0.4044,0.3476,1.2607,0.6077,0.4955
109,1008,3,heat,0.3802,0.0298,0.0113,1.2607,0.6077,0.4955
109,857,4,panel,0.8594,0.3389,0.2913,1.2607,0.4762,0.4851
109,856,5,panel,0.8594,0.3581,0.3077,1.2607,0.5052,0.4832
109,627,6,subject,0.6648,0.0317,0.021,1.2607,0.4239,0.4578
109,627,6,aerodynam,0.5142,0.0245,0.0126,1.2607,0.4239,0.4578
109,627,6,panel,0.8594,0.2455,0.211,1.2607,0.4239,0.4578
109,391,7,subject,0.6648,0.0337,0.0224,1.2607,0.4448,0.4449
109,391,7,aerodynam,0.5142,0.0781,0.0402,1.2607,0.4448,0.4449
109,391,7,panel,0.8594,0.2176,0.187,1.2607,0.4448,0.4449
109,766,8,panel,0.8594,0.2776,0.2385,1.2607,0.4305,0.4395
109,948,9,panel,0.8594,0.2989,0.2569,1.2607,0.4871,0.4183
109,858,10,panel,0.8594,0.2963,0.2547,1.2607,0.4987,0.405
110,862,1,chang,0.2218,0.1525,0.0338,0.8148,0.5405,0.3322
110,862,1,plate,0.1654,0.1137,0.0188,0.8148,0.5405,0.3322
110,862,1,buckl,0.4364,0.15,0.0655,0.8148,0.5405,0.3322
110,862,1,mode,0.2864,0.0984,0.0282,0.8148,0.5405,0.3322
110,642,2,load,0.1769,0.1358,0.024,0.8148,0.5763,0.3033
110,642,2,buckl,0.4364,0.2233,0.0974,0.8148,0.5763,0.3033
110,642,2,mode,0.2864,0.0733,0.021,0.8148,0.5763,0.3033
110,957,3,valu,0.1353,0.0261,0.0035,0.8148,0.495,0.2825
110,957,3,load,0.1769,0.0683,0.0121,0.8148,0.495,0.2825
110,957,3,buckl,0.4364,0.2105,0.0919,0.8148,0.495,0.2825
110,957,3,edg,0.1825,0.0352,0.0064,0.8148,0.495,0.2825
110,1177,4,load,0.1769,0.1255,0.0222,0.8148,0.5331,0.2737
110,1177,4,buckl,0.4364,0.1548,0.0676,0.8148,0.5331,0.2737
110,1177,4,mode,0.2864,0.1016,0.0291,0.8148,0.5331,0.2737
110,888,5,load,0.1769,0.059,0.0104,0.8148,0.4862,0.2667
110,888,5,buckl,0.4364,0.2182,0.0952,0.8148,0.4862,0.2667
110,739,6,load,0.1769,0.0466,0.0082,0.8148,0.3548,0.2591
110,739,6,buckl,0.4364,0.1437,0.0627,0.8148,0.3548,0.2591
110,739,6,increas,0.1729,0.0228,0.0039,0.8148,0.3548,0.2591
110,1013,7,valu,0.1353,0.0198,0.0027,0.8148,0.5284,0.2584
110,1013,7,plate,0.1654,0.0243,0.004,0.8148,0.5284,0.2584
110,1013,7,buckl,0.4364,0.192,0.0838,0.8148,0.5284,0.2584
110,1013,7,critic,0.2661,0.078,0.0208,0.8148,0.5284,0.2584
110,1173,8,load,0.1769,0.0837,0.0148,0.8148,0.3311,0.2553
110,1173,8,buckl,0.4364,0.0774,0.0338,0.8148,0.3311,0.2553
110,1173,8,critic,0.2661,0.0629,0.0167,0.8148,0.3311,0.2553
110,1173,8,increas,0.1729,0.0204,0.0035,0.8148,0.3311,0.2553
110,400,9,plate,0.1654,0.0887,0.0147,0.8148,0.562,0.2552
110,400,9,buckl,0.4364,0.2342,0.1022,0.8148,0.562,0.2552
110,1131,10,valu,0.1353,0.0226,0.0031,0.8148,0.5363,0.2514
110,1131,10,load,0.1769,0.0884,0.0156,0.8148,0.5363,0.2514
110,1131,10,buckl,0.4364,0.1818,0.0793,0.8148,0.5363,0.2514
110,1131,10,critic,0.2661,0.0443,0.0118,0.8148,0.5363,0.2514
111,894,1,panel,0.382,0.1796,0.0686,0.9643,0.3643,0.4937
111,894,1,restraint,0.5739,0.0771,0.0442,0.9643,0.3643,0.4937
111,894,1,flutter,0.3577,0.048,0.0172,0.9643,0.3643,0.4937
