Term,DF,IDF_BM25,Max_TF,Max_BM25_Score
onic,1,6.8395,1,5.5331
tran,1,6.8395,1,5.5331
bypass,1,6.8395,1,6.3997
wright,1,6.8395,1,6.743
cutoff,1,6.8395,2,8.5338
objection,1,6.8395,1,5.7878
tailwind,1,6.8395,1,5.7878
f1,1,6.8395,1,6.743
command,1,6.8395,1,6.743
edward,1,6.8395,1,6.743
trick,1,6.8395,1,9.5367
spragu,1,6.8395,1,9.1624
auspic,1,6.8395,1,8.1159
tubular,1,6.8395,1,8.8642
reli,1,6.8395,1,4.2519
protrus,1,6.8395,1,4.2519
depress,1,6.8395,2,7.0441
bulkhead,1,6.8395,1,7.9193
cooler,1,6.8395,1,7.9193
unrestrain,1,6.8395,1,8.8642
undoubt,1,6.8395,1,8.0758
pneumat,1,6.8395,1,6.5801
acceleromet,1,6.8395,1,9.3191
count,1,6.8395,1,9.3191
expend,1,6.8395,1,7.0942
volumetr,1,6.8395,1,7.1879
grashof,1,6.8395,1,7.1879
clearanc,1,6.8395,1,8.5849
zuk,1,6.8395,1,7.5533
encircl,1,6.8395,1,6.5801
proportion,1,6.8395,1,5.3872
phosphoresc,1,6.8395,1,4.6779
septemb,1,6.8395,1,6.4249
zbrozek,1,6.8395,1,6.229
grober,1,6.8395,1,8.0361
hasten,1,6.8395,1,4.6779
rake,1,6.8395,1,4.6779
lacquer,1,6.8395,1,4.6779
clockwis,1,6.8395,1,6.5276
laid,1,6.8395,1,8.54
manocuvr,1,6.8395,1,6.5276
hybrid,1,6.8395,1,8.3652
economi,1,6.8395,1,8.3652
airforc,1,6.8395,3,13.5189
ninetyzero,1,6.8395,1,6.1355
unexplain,1,6.8395,1,7.8058
envisag,1,6.8395,1,6.9435
mckinnon,1,6.8395,1,5.3872
huang,1,6.8395,1,9.1624
aural,1,6.8395,1,6.229
multibay,1,6.8395,1,5.405
magnesium,1,6.8395,1,5.6871
doubli,1,6.8395,1,6.8275
widen,1,6.8395,1,5.405
lineal,1,6.8395,1,8.3226
18degre,1,6.8395,1,7.2516
batdorf,1,6.8395,1,9.0608
aerial,1,6.8395,1,7.45
efficaci,1,6.8395,1,6.6606
onesix,1,6.8395,1,6.6606
inplan,1,6.8395,1,5.6284
multiaxi,1,6.8395,1,5.6284
coupon,1,6.8395,1,7.2516
lingitudin,1,6.8395,1,7.2516
unsupport,1,6.8395,1,5.405
unanticip,1,6.8395,1,7.8811
worthi,1,6.8395,1,5.3872
ngte,1,6.8395,1,8.7691
peclet,1,6.8395,1,6.4758
immobil,1,6.8395,1,9.3726
disloc,1,6.8395,3,14.6938
unreal,1,6.8395,1,7.4841
reactor,1,6.8395,1,7.4841
eigenvector,1,6.8395,1,4.9619
loop,1,6.8395,1,7.3166
driest,1,6.8395,2,11.0046
graham,1,6.8395,1,7.3166
nimon,1,6.8395,2,10.7867
intergranular,1,6.8395,1,7.45
intercrystallin,1,6.8395,1,7.45
bed,1,6.8395,1,7.45
fluidiz,1,6.8395,1,7.45
uncontrol,1,6.8395,1,6.3011
three300degr,1,6.8395,1,4.4246
indefinit,1,6.8395,1,4.6779
cambridg,1,6.8395,1,7.6955
fuse,1,6.8395,1,7.3166
fasten,1,6.8395,1,8.7223
instig,1,6.8395,1,5.7674
rememb,1,6.8395,1,8.0361
threeon,1,6.8395,1,6.1819
sensibl,1,6.8395,1,7.9578
sone,1,6.8395,1,7.4162
stwo,1,6.8395,1,7.4162
chemisorpt,1,6.8395,1,7.8058
grossman,1,6.8395,3,9.6387
hog,1,6.8395,1,6.1355
physcal,1,6.8395,1,5.2827
ceuler,1,6.8395,1,7.4162
theirworstvalu,1,6.8395,1,6.1819
picard,1,6.8395,1,5.6478
adsorpt,1,6.8395,1,7.8058
centrelin,1,6.8395,1,7.3166
stefan,1,6.8395,1,7.8058
volterra,1,6.8395,1,7.8058
wassermann,1,6.8395,2,11.7146
consolid,1,6.8395,1,5.2827
kopalfor,1,6.8395,1,6.7991
cure,1,6.8395,1,6.1355
inaccess,1,6.8395,1,4.6779
thedens,1,6.8395,1,5.5519
violet,1,6.8395,2,8.4022
kallmann,1,6.8395,1,5.2827
variationsh180,1,6.8395,1,5.2827
numbergwf,1,6.8395,1,6.1819
labour,1,6.8395,1,4.6779
handicap,1,6.8395,1,8.4082
silica,1,6.8395,1,7.3166
sevenc,1,6.8395,1,3.645
satellitessputnik,1,6.8395,1,5.2827
drape,1,6.8395,1,5.9349
scruton,1,6.8395,1,7.8811
specialis,1,6.8395,1,4.6779
vanguard,1,6.8395,1,5.2827
mseven,1,6.8395,1,7.3166
microwav,1,6.8395,1,6.1125
centigrad,1,6.8395,1,6.1355
oversw,1,6.8395,1,6.1125
meight,1,6.8395,1,6.1355
fivetwokmnumb,1,6.8395,1,7.5533
barrel,1,6.8395,1,6.1125
pdpdi,1,6.8395,1,5.5519
wiley,1,6.8395,1,7.6955
sevena,1,6.8395,1,3.645
viscid,1,6.8395,1,5.0854
smallless,1,6.8395,1,7.5533
becausewith,1,6.8395,1,5.5519
mnine,1,6.8395,1,6.1355
stepdown,1,6.8395,3,8.0684
typeonear,1,6.8395,1,7.6237
woodgat,1,6.8395,1,7.8811
attaindd,1,6.8395,1,4.6779
mth,1,6.8395,2,10.931
lyskov,1,6.8395,1,4.6779
itechn,1,6.8395,1,6.1819
nearer,1,6.8395,1,5.9349
hotter,1,6.8395,1,6.1355
heighth,1,6.8395,1,5.5519
rose,1,6.8395,1,6.7991
thesolar,1,6.8395,2,8.4022
gramsc,1,6.8395,1,6.9142
hundredforti,1,6.8395,2,10.343
showonehow,1,6.8395,1,7.6237
discover,1,6.8395,1,7.5533
tenth,1,6.8395,1,6.4249
dirac,1,6.8395,1,6.5537
equatori,1,6.8395,1,7.3827
heightto,1,6.8395,1,8.0758
sixfivezero,1,6.8395,1,6.9142
fibrous,1,6.8395,1,6.1355
geckel,1,6.8395,1,7.6955
meissner,1,6.8395,1,7.6955
holland,1,6.8395,1,7.7687
timeand,1,6.8395,1,8.1564
dashth,1,6.8395,1,7.3166
effectorigin,1,6.8395,1,5.2827
symposium,1,6.8395,2,11.2702
delft,1,6.8395,1,7.7687
cabin,1,6.8395,2,12.0603
bracket,1,6.8395,1,6.9142
profilethat,1,6.8395,1,8.0758
michael,1,6.8395,1,5.9784
isit,1,6.8395,1,8.0758
threeh,1,6.8395,1,6.9142
valv,1,6.8395,2,9.4463
thermomechan,1,6.8395,2,10.5432
atten,1,6.8395,1,7.7687
braunschweig,1,6.8395,1,7.1564
bimetal,1,6.8395,1,7.7687
shercliff,1,6.8395,1,9.6493
f2,1,6.8395,1,5.2827
internat,1,6.8395,1,7.6955
realis,1,6.8395,1,6.1355
preheat,1,6.8395,1,6.1355
effectmay,1,6.8395,1,5.2827
kilometr,1,6.8395,1,6.9142
xiii,1,6.8395,1,8.3226
russian,1,6.8395,1,4.6779
castigliano,1,6.8395,1,7.0942
andtwohow,1,6.8395,1,7.6237
norman,1,6.8395,1,5.9784
judici,1,6.8395,1,3.645
belt,1,6.8395,1,7.3827
crinolin,1,6.8395,1,5.9349
brown,1,6.8395,1,5.9784
anhedr,1,6.8395,1,6.5801
3ft,2,6.3287,1,8.3841
asymmetri,2,6.3287,1,6.9251
monoplan,2,6.3287,1,4.8412
someth,2,6.3287,1,6.2138
exposur,2,6.3287,1,6.8623
immers,2,6.3287,1,6.2138
heisenberg,2,6.3287,1,5.208
cowl,2,6.3287,12,15.1537
xzero,2,6.3287,1,8.4308
entrain,2,6.3287,8,14.1841
unconserv,2,6.3287,1,7.1545
cauchi,2,6.3287,2,10.1146
diurnal,2,6.3287,4,11.0318
fell,2,6.3287,1,4.4299
squir,2,6.3287,3,13.8032
bourn,2,6.3287,1,7.701
thermomet,2,6.3287,1,7.2925
davi,2,6.3287,1,7.701
womersley,2,6.3287,1,7.4726
droop,2,6.3287,4,10.4056
twin,2,6.3287,2,8.895
localis,2,6.3287,2,10.9179
utilis,2,6.3287,1,7.0543
shapiro,2,6.3287,1,6.8313
hydraul,2,6.3287,1,5.5522
quadrat,2,6.3287,1,6.3978
ward,2,6.3287,2,8.4715
inequ,2,6.3287,4,12.0181
grain,2,6.3287,2,9.0278
remot,2,6.3287,1,5.3555
born,2,6.3287,1,7.3278
prone,2,6.3287,1,5.2624
interplanetari,2,6.3287,3,11.8597
voyag,2,6.3287,2,11.8597
danger,2,6.3287,1,6.2652
advisori,2,6.3287,1,6.1883
isoenerget,2,6.3287,1,7.6619
submit,2,6.3287,1,7.5097
abstract,2,6.3287,1,7.4359
winglik,2,6.3287,1,5.9685
truli,2,6.3287,1,7.4359
lesser,2,6.3287,1,6.1381
multilay,2,6.3287,1,8.6726
proc,2,6.3287,1,7.9437
shadow,2,6.3287,1,5.5319
5th,2,6.3287,1,7.3278
supplementari,2,6.3287,1,7.0874
bridg,2,6.3287,1,6.0642
crack,2,6.3287,1,6.8936
instal,2,6.3287,3,10.295
interrel,2,6.3287,1,6.9891
stagnant,2,6.3287,1,7.6619
congress,2,6.3287,1,7.1208
concis,2,6.3287,1,7.2575
avenu,2,6.3287,1,6.9891
dispers,2,6.3287,1,8.3378
appl,2,6.3287,1,7.1208
arm,2,6.3287,1,6.651
marguerr,2,6.3287,1,7.1208
forecast,2,6.3287,2,7.2876
prohibit,2,6.3287,1,7.0216
seal,2,6.3287,3,10.1341
argument,2,6.3287,1,7.1208
kelvin,2,6.3287,2,10.3571
elaps,2,6.3287,1,8.5742
superimpos,2,6.3287,1,6.593
stroboscop,2,6.3287,1,6.4249
freeman,2,6.3287,2,10.2518
resler,2,6.3287,2,9.6315
psig,2,6.3287,1,5.6772
chiefli,2,6.3287,1,8.7732
arithmet,2,6.3287,1,8.7732
sharpli,2,6.3287,1,4.1503
fourzero,2,6.3287,1,6.48
heretofor,2,6.3287,1,6.5644
categori,2,6.3287,1,6.3978
sweat,2,6.3287,2,9.4215
sidewal,2,6.3287,1,6.0887
rewrit,2,6.3287,1,8.0709
decim,2,6.3287,1,8.4308
nonspher,2,6.3287,1,5.2624
jupit,2,6.3287,1,4.6478
broken,2,6.3287,1,4.4299
venus,2,6.3287,1,4.6478
wkb,2,6.3287,1,7.1208
zakkay,2,6.3287,1,7.2575
miss,2,6.3287,3,10.7081
polish,2,6.3287,3,10.608
trial,2,6.3287,1,6.6219
histor,2,6.3287,1,6.6219
octob,2,6.3287,1,5.945
want,2,6.3287,1,8.8244
ship,2,6.3287,1,6.1381
omiss,2,6.3287,1,6.7701
circumscrib,2,6.3287,1,5.5726
broaden,2,6.3287,1,7.5851
hit,2,6.3287,1,6.48
icbm,2,6.3287,1,6.2913
seidel,2,6.3287,3,10.7589
bottom,2,6.3287,1,6.2913
dryden,2,6.3287,1,6.593
ser,2,6.3287,1,7.9437
mech,2,6.3287,1,9.2002
sweptforward,2,6.3287,1,5.614
mzero,2,6.3287,1,7.0543
identif,2,6.3287,1,4.6194
essenc,2,6.3287,1,5.945
disregard,2,6.3287,3,9.3604
isobar,2,6.3287,3,11.2946
monatom,2,6.3287,2,7.3406
target,2,6.3287,1,7.2925
liner,2,6.3287,1,8.6726
perman,2,6.3287,2,8.843
rep,2,6.3287,1,5.945
transtabl,2,6.3287,3,11.2387
max,2,6.3287,2,7.4126
enforc,2,6.3287,1,8.2921
dens,2,6.3287,1,8.1142
inconveni,2,6.3287,1,8.0709
unsatisfactori,2,6.3287,1,8.0709
anomal,2,6.3287,1,7.8204
smallest,2,6.3287,2,7.9587
meteor,2,6.3287,1,7.8204
engag,2,6.3287,1,7.8204
filter,2,6.3287,2,8.5918
remaind,2,6.3287,1,4.75
90degre,2,6.3287,1,6.4524
truth,2,6.3287,1,5.945
insuffici,2,6.3287,1,6.48
hollow,2,6.3287,2,7.618
sure,2,6.3287,1,6.8313
feedback,2,6.3287,1,6.9891
adam,2,6.3287,1,8.2469
geodes,2,6.3287,1,5.3555
warrant,2,6.3287,1,7.4726
regardless,2,6.3287,1,4.6194
wingtip,2,6.3287,5,13.6738
ftsection,2,6.3287,1,8.2022
confus,2,6.3287,1,6.8313
crucial,2,6.3287,1,5.2807
somewher,2,6.3287,1,5.208
resolut,2,6.3287,1,5.5522
judg,2,6.3287,1,6.0887
deflexion,2,6.3287,2,9.2204
schmidt,2,6.3287,4,11.0519
sectori,2,6.3287,2,11.9064
redistribut,2,6.3287,1,7.7802
25degre,2,6.3287,1,7.8204
usabl,2,6.3287,1,7.6233
diaphragm,2,6.3287,3,6.7544
claim,2,6.3287,1,7.3635
spheroid,2,6.3287,2,8.3086
ago,2,6.3287,1,8.2469
vibrate,2,6.3287,1,7.2228
residu,2,6.3287,1,6.9251
microphon,2,6.3287,2,8.7916
magnetoaerodynam,2,6.3287,1,6.6219
calcualt,2,6.3287,1,8.1142
meter,2,6.3287,2,11.3693
scoop,2,6.3287,1,7.5097
capacit,2,6.3287,1,7.5097
legendr,2,6.3287,3,10.2717
resort,2,6.3287,1,6.2138
disadvantag,2,6.3287,2,7.0994
highspe,2,6.3287,1,6.4524
nonvanish,2,6.3287,1,6.6219
modal,2,6.3287,1,6.3441
priori,2,6.3287,2,8.6163
burst,2,6.3287,2,8.8689
opportun,2,6.3287,1,5.5932
respond,2,6.3287,1,7.5097
occas,2,6.3287,1,8.0709
solubl,2,6.3287,1,8.0709
acquir,2,6.3287,1,6.651
inhibit,2,6.3287,1,7.701
deby,2,6.3287,3,12.1735
photomultipli,2,6.3287,2,8.5918
streamtub,2,6.3287,1,6.3441
floor,2,6.3287,1,6.6804
siren,2,6.3287,1,6.6219
redund,2,6.3287,3,10.5586
payload,2,6.3287,2,8.6163
latitud,2,6.3287,3,12.0763
left,2,6.3287,1,7.2925
plume,2,6.3287,4,10.6436
unmodul,2,6.3287,2,8.4953
feel,2,6.3287,1,7.9856
mutual,2,6.3287,1,5.208
deficit,2,6.3287,1,7.4726
telemet,2,6.3287,2,10.7625
quadrupol,2,6.3287,3,10.089
suppress,2,6.3287,1,7.3635
ezero,2,6.3287,1,7.0543
duplic,2,6.3287,1,6.1883
decrement,2,6.3287,2,9.8191
reexamin,2,6.3287,1,8.3378
bell,2,6.3287,2,10.8396
revert,2,6.3287,1,6.016
11in,2,6.3287,1,6.593
seventeenzero,2,6.3287,1,5.0346
auxiliari,2,6.3287,2,10.6864
deep,2,6.3287,2,8.4715
cole,2,6.3287,1,4.75
overshoot,2,6.3287,2,8.0434
staticpressur,2,6.3287,3,8.5814
soon,2,6.3287,1,6.5644
pibal,2,6.3287,1,6.8623
moon,2,6.3287,1,7.1545
modest,2,6.3287,1,7.1545
lock,2,6.3287,1,7.2575
mph,2,6.3287,1,6.1883
suffer,2,6.3287,1,6.2913
regain,2,6.3287,1,7.2925
nearest,2,6.3287,1,7.7802
search,2,6.3287,1,5.4521
withstand,2,6.3287,1,6.71
concur,2,6.3287,1,7.2925
valueless,2,6.3287,1,7.2925
thicker,2,6.3287,1,5.7202
inconsist,2,6.3287,1,9.0353
moor,2,6.3287,1,5.945
ingeni,2,6.3287,1,7.3278
stepwis,2,6.3287,1,7.4359
pai,2,6.3287,2,8.2469
swirl,2,6.3287,10,15.5066
cloud,2,6.3287,1,8.2921
thenc,2,6.3287,1,8.2921
unfavor,2,6.3287,1,7.2925
anomali,2,6.3287,1,6.8313
plain,2,6.3287,1,8.0709
snap,2,6.3287,1,7.5472
bifurc,2,6.3287,1,7.5472
salt,2,6.3287,1,7.701
chlorid,2,6.3287,1,7.701
blunter,2,6.3287,1,7.2228
cell,2,6.3287,2,7.4126
risk,2,6.3287,1,5.3179
kink,2,6.3287,1,5.808
drill,2,6.3287,2,10.5375
halv,2,6.3287,1,6.1883
phenol,2,6.3287,1,7.701
incomplet,2,6.3287,1,7.5851
possio,2,6.3287,1,7.7404
chemistri,2,6.3287,1,6.3176
expens,2,6.3287,1,5.4917
coverag,2,6.3287,1,7.9022
nondissip,2,6.3287,1,5.4917
tietjen,2,6.3287,1,5.0346
ammonium,2,6.3287,1,7.701
inorgan,2,6.3287,1,7.701
unnecessari,2,6.3287,1,7.5472
cancel,2,6.3287,6,13.1381
layout,2,6.3287,2,8.1081
horsesho,2,6.3287,2,8.1081
assign,2,6.3287,1,7.2575
untwist,2,6.3287,1,6.7399
corrobor,2,6.3287,1,5.7638
atm,2,6.3287,2,6.7357
telegraph,2,6.3287,1,7.2575
hankel,2,6.3287,1,5.3555
wagner,2,6.3287,5,12.5816
pre,2,6.3287,1,7.6233
index,2,6.3287,2,10.4646
disagre,2,6.3287,1,6.3978
nonmagnet,2,6.3287,2,9.6622
lucit,2,6.3287,1,7.701
prototyp,2,6.3287,1,4.5774
minus,2,6.3287,1,5.3179
restor,2,6.3287,1,6.9251
deton,2,6.3287,8,15.6319
corpor,2,6.3287,1,7.2228
cutout,2,6.3287,2,6.518
eas,2,6.3287,1,5.2992
exposit,2,6.3287,1,7.3635
circulatori,2,6.3287,1,5.2992
permeabl,2,6.3287,2,9.8191
nonpor,2,6.3287,2,8.3776
pears,2,6.3287,2,9.8191
defenc,2,6.3287,1,5.4521
zurich,2,6.3287,1,5.1901
jastrow,2,6.3287,2,9.8191
william,2,6.3287,1,6.8006
quench,2,6.3287,2,7.0662
subtract,2,6.3287,1,6.8006
barrier,2,6.3287,1,7.4359
sole,2,6.3287,1,7.7404
buoyant,2,6.3287,1,6.8936
monocoqu,2,6.3287,1,7.8611
mat,2,6.3287,1,8.9286
spark,2,6.3287,1,6.4249
microinch,2,6.3287,1,5.9922
ambigu,2,6.3287,1,6.9891
quartz,2,6.3287,4,11.4494
lyapunov,2,6.3287,3,13.6372
realli,2,6.3287,1,8.8244
sixth,2,6.3287,1,5.5117
unpressur,2,6.3287,4,12.6462
detriment,2,6.3287,1,5.5522
mid,2,6.3287,1,6.8623
honeycomb,2,6.3287,2,11.499
mathieu,2,6.3287,3,12.5092
outcom,2,6.3287,1,6.7701
home,2,6.3287,1,6.8936
nth,2,6.3287,1,7.3635
fictiti,2,6.3287,1,5.3746
nickel,2,6.3287,3,11.9806
guarante,2,6.3287,1,5.4917
deuc,2,6.3287,1,8.6726
traction,2,6.3287,2,9.0548
rhombic,2,6.3287,2,11.8597
disclos,2,6.3287,1,7.3995
oneseven,2,6.3287,1,4.2198
bogdonoff,2,6.3287,1,5.2992
helicopt,2,6.3287,2,9.6009
destal,2,6.3287,3,11.8865
heater,2,6.3287,7,14.2229
hammitt,2,6.3287,1,5.2992
fractur,2,6.3287,1,6.9251
punctur,2,6.3287,1,6.9251
thwaitess,2,6.3287,1,7.5472
drew,2,6.3287,1,6.48
boltzmann,2,6.3287,1,7.2228
walkden,2,6.3287,1,6.5644
succeed,2,6.3287,1,7.3995
civil,2,6.3287,1,6.5644
dirt,2,6.3287,2,8.7916
lay,2,6.3287,1,7.0543
cost,2,6.3287,1,6.5644
summaris,2,6.3287,1,8.5259
undeform,2,6.3287,1,6.8936
intent,2,6.3287,1,7.0543
scarc,2,6.3287,1,6.0642
poiseuill,2,6.3287,3,8.9212
gravit,2,6.3287,1,8.9286
intermolecular,2,6.3287,1,6.3176
cartesian,2,6.3287,1,6.8936
affin,2,6.3287,1,6.3176
armenaka,2,6.3287,1,8.3378
inquir,2,6.3287,1,6.651
expenditur,2,6.3287,2,8.2921
unload,2,6.3287,1,5.4325
bean,2,6.3287,1,7.2575
unsolv,2,6.3287,1,5.0346
trapezoid,2,6.3287,1,6.3978
cos,2,6.3287,1,6.71
insur,2,6.3287,1,7.701
thereaft,2,6.3287,1,7.9437
breadth,2,6.3287,1,6.0642
edgewis,2,6.3287,1,5.5726
nonparallel,2,6.3287,1,6.9251
radiant,2,6.3287,1,4.366
paraplex,2,6.3287,1,7.3278
shockwav,2,6.3287,1,5.9685
thereof,2,6.3287,1,5.8757
shaft,2,6.3287,1,6.4249
press,2,6.3287,1,5.4521
tuft,2,6.3287,1,5.2807
cellular,2,6.3287,1,5.4325
naval,2,6.3287,1,6.593
whatev,2,6.3287,1,6.3708
adequaci,2,6.3287,1,7.8611
pore,2,6.3287,1,6.3708
mthree,2,6.3287,1,8.7226
word,2,6.3287,1,6.9891
levi,2,6.3287,1,7.3278
rippl,2,6.3287,6,13.2532
paragraph,2,6.3287,1,5.945
n2,2,6.3287,1,8.3378
influx,2,6.3287,1,5.614
grid,2,6.3287,6,14.1856
inflow,2,6.3287,2,7.3228
thrown,2,6.3287,1,5.9218
skirt,2,6.3287,4,11.3208
satisfact,2,6.3287,1,5.3937
radic,2,6.3287,1,7.6233
soc,2,6.3287,1,7.9437
unbound,2,6.3287,1,6.5079
tap,2,6.3287,1,6.593
recours,2,6.3287,1,5.2441
misalign,2,6.3287,3,12.3727
magnus,2,6.3287,8,14.4725
skew,2,6.3287,2,8.4478
thermocoupl,2,6.3287,1,6.2394
methan,2,6.3287,3,10.8102
forum,2,6.3287,1,7.5851
flowmet,2,6.3287,2,9.7873
arisen,2,6.3287,1,8.7732
furnish,2,6.3287,1,7.5097
mercuri,2,6.3287,1,8.6231
feed,2,6.3287,3,8.1791
alfven,2,6.3287,2,8.4478
standoff,2,6.3287,2,11.8597
happen,2,6.3287,1,6.8313
specular,2,6.3287,3,11.1833
sensor,2,6.3287,2,10.7625
tungsten,2,6.3287,1,6.4524
transpar,2,6.3287,1,6.71
nagamatsu,2,6.3287,1,6.3176
conceptu,2,6.3287,1,7.701
enhanc,2,6.3287,1,5.6349
azimuth,2,6.3287,1,8.3841
sixtyzero,2,6.3287,3,9.8055
smith,2,6.3287,1,6.0887
popular,2,6.3287,1,8.7226
lightweight,2,6.3287,2,9.8511
lubric,2,6.3287,7,14.5754
secur,2,6.3287,1,4.3285
martian,2,6.3287,2,6.9049
admiss,2,6.3287,1,6.8006
network,2,6.3287,2,12.0487
decis,2,6.3287,1,6.7399
slice,2,6.3287,2,8.7661
confluent,2,6.3287,3,12.4066
controversi,2,6.3287,1,8.4308
inaccur,2,6.3287,1,5.656
aec,2,6.3287,1,7.0216
powel,2,6.3287,1,6.3441
advoc,2,6.3287,1,7.9022
unexpect,2,6.3287,1,6.7399
aero,2,6.3287,1,7.3278
bandwidth,2,6.3287,1,6.7399
pressuris,2,6.3287,1,8.1579
code,2,6.3287,8,14.1675
american,2,6.3287,1,5.4521
booster,2,6.3287,2,10.9973
outstand,2,6.3287,1,6.2138
tamada,2,6.3287,1,7.6619
exploit,2,6.3287,1,5.6349
unfir,2,6.3287,1,5.614
reactiv,2,6.3287,2,10.0474
nonreact,2,6.3287,1,7.4726
heterogen,2,6.3287,1,6.2913
torus,2,6.3287,2,8.0434
rheolog,2,6.3287,3,12.0124
spike,2,6.3287,5,13.5028
viewpoint,2,6.3287,1,6.3441
unequ,2,6.3287,1,6.8313
union,2,6.3287,1,7.1885
reject,2,6.3287,1,6.1381
nonstationari,2,6.3287,2,10.9574
weapon,2,6.3287,2,10.9973
weaken,2,6.3287,2,10.5375
centerlin,2,6.3287,3,9.9343
mask,2,6.3287,2,10.5009
stator,2,6.3287,5,13.7234
enlarg,2,6.3287,1,7.8611
magnifi,2,6.3287,1,5.8987
autocorrel,2,6.3287,1,7.2575
violent,2,6.3287,1,5.1901
unbuckl,2,6.3287,2,9.4805
emmon,2,6.3287,1,8.5742
phys,2,6.3287,1,7.8611
stratiform,2,6.3287,1,8.6726
poisson,2,6.3287,1,7.5472
passiv,2,6.3287,1,8.028
sake,2,6.3287,1,6.3441
met,2,6.3287,2,7.9022
favour,2,6.3287,2,7.1545
german,2,6.3287,1,6.1883
anisotrop,2,6.3287,1,7.0874
discern,2,6.3287,1,7.5851
tensor,2,6.3287,1,7.0874
wash,2,6.3287,1,5.2807
protrud,2,6.3287,1,6.2652
nonzero,2,6.3287,1,5.7202
manufactur,2,6.3287,1,5.8987
scientist,2,6.3287,1,7.1885
steam,2,6.3287,2,9.3712
begun,2,6.3287,1,5.614
antisymmetr,2,6.3287,1,8.2022
onsag,2,6.3287,1,8.2921
build,2,6.3287,1,7.9437
nash,2,6.3287,1,7.7802
ultra,2,6.3287,2,7.7746
quart,2,6.3287,1,6.1133
artific,2,6.3287,1,6.5079
erod,2,6.3287,1,5.808
stone,2,6.3287,2,10.1486
app,2,6.3287,1,5.1901
troubl,2,6.3287,1,4.9848
ame,2,6.3287,1,6.7701
vice,2,6.3287,1,6.4249
hexagon,2,6.3287,1,7.5851
oswatitsch,2,6.3287,1,7.6233
append,2,6.3287,1,8.1142
versa,2,6.3287,1,6.4249
knuckl,2,6.3287,3,10.5832
misess,2,6.3287,2,6.7059
psf,2,6.3287,2,8.9476
troublesom,2,6.3287,1,5.5726
phenomenolog,2,6.3287,1,7.2925
despit,2,6.3287,1,7.5097
chapter,2,6.3287,1,7.701
book,2,6.3287,1,7.7802
hovercraft,2,6.3287,6,13.4298
scalar,2,6.3287,1,6.0642
triangl,2,6.3287,1,7.5851
precaut,2,6.3287,1,6.593
ministri,2,6.3287,1,4.0941
airfram,2,6.3287,2,10.0142
20degre,2,6.3287,2,9.1368
languag,2,6.3287,1,6.1381
dri,2,6.3287,1,4.5092
media,2,6.3287,1,6.8936
airspe,2,6.3287,2,8.843
freeli,2,6.3287,4,11.8765
signal,2,6.3287,4,13.5226
30degre,2,6.3287,1,6.4249
gupta,2,6.3287,1,7.1885
evolv,2,6.3287,1,6.7399
safe,2,6.3287,1,5.1026
wet,2,6.3287,5,9.9102
collabor,2,6.3287,1,6.7701
degener,2,6.3287,2,9.8511
appendic,2,6.3287,1,6.7701
circumfer,2,6.3287,1,7.1545
unstress,2,6.3287,1,5.853
august,2,6.3287,1,7.1885
tion,2,6.3287,1,8.3378
safeti,2,6.3287,1,8.8244
evidenc,2,6.3287,1,7.1885
catalyt,2,6.3287,2,8.1738
constitu,2,6.3287,1,5.5726
exercis,2,6.3287,1,6.2138
lobe,2,6.3287,1,7.5097
oneon,2,6.3287,1,6.04
arrhenius,3,5.9922,1,4.5692
optim,3,5.9922,1,8.1647
foil,3,5.9922,1,5.4782
pump,3,5.9922,2,10.3002
countri,3,5.9922,2,9.4817
onetwo,3,5.9922,2,8.9765
tain,3,5.9922,1,6.7106
irrespect,3,5.9922,1,6.1619
unless,3,5.9922,2,8.0273
bubbl,3,5.9922,1,7.0061
entail,3,5.9922,1,6.5569
oxid,3,5.9922,4,11.2894
unfortun,3,5.9922,1,5.8117
log,3,5.9922,1,7.0753
next,3,5.9922,1,7.2915
hysteresi,3,5.9922,2,8.8653
tripl,3,5.9922,1,6.4974
typifi,3,5.9922,1,7.7661
box,3,5.9922,1,6.6175
paramount,3,5.9922,1,6.2698
mager,3,5.9922,1,8.4539
uncamb,3,5.9922,2,9.8401
built,3,5.9922,1,7.8513
semiapex,3,5.9922,3,10.2845
tangenc,3,5.9922,1,6.972
becam,3,5.9922,2,9.0905
manoeuvr,3,5.9922,1,7.8513
nonrot,3,5.9922,1,5.416
thermo,3,5.9922,3,11.1378
peripher,3,5.9922,2,9.5769
worth,3,5.9922,1,5.8834
window,3,5.9922,1,5.0708
fourfiv,3,5.9922,1,6.2698
shortcom,3,5.9922,1,8.2115
environment,3,5.9922,1,7.0406
refractori,3,5.9922,3,11.0234
memorandum,3,5.9922,1,6.8388
spacecraft,3,5.9922,3,9.0878
sublim,3,5.9922,2,11.1418
never,3,5.9922,1,6.2698
submerg,3,5.9922,1,6.8388
oge,3,5.9922,2,10.1541
descend,3,5.9922,3,10.7476
gauss,3,5.9922,3,10.1869
sidewash,3,5.9922,2,8.7302
tailplan,3,5.9922,4,11.3566
nodal,3,5.9922,1,7.2915
4degre,3,5.9922,1,6.3533
realist,3,5.9922,1,7.1818
noncircular,3,5.9922,1,7.0406
mar,3,5.9922,2,6.1848
strut,3,5.9922,2,8.8653
thermochem,3,5.9922,1,7.8946
noncatalyt,3,5.9922,1,4.9311
sin,3,5.9922,1,5.6961
bank,3,5.9922,3,9.6818
