Query_ID,Doc_ID,Rank,Doc_Length,Term,TF(f),IDF_BM25,Numerator,Denominator,Term_BM25_Score
96,705,7,129,distribut,3,1.3547,9.0,5.4196,2.2496
96,705,7,129,finit,2,2.8201,6.0,4.4196,3.8286
96,705,7,129,wing,2,1.8222,6.0,4.4196,2.4738
96,705,7,129,subson,2,2.5131,6.0,4.4196,3.4118
96,705,7,129,flow,3,0.6512,9.0,5.4196,1.0814
96,712,8,193,investig,6,1.3547,18.0,9.2231,2.6438
96,712,8,193,lift,8,2.1729,24.0,11.2231,4.6466
96,712,8,193,wing,10,1.8222,30.0,13.2231,4.1341
96,712,8,193,subson,3,2.5131,9.0,6.2231,3.6346
96,465,9,64,investig,1,1.3547,3.0,2.6035,1.561
96,465,9,64,lift,3,2.1729,9.0,4.6035,4.2481
96,465,9,64,distribut,1,1.3547,3.0,2.6035,1.561
96,465,9,64,wing,3,1.8222,9.0,4.6035,3.5625
96,465,9,64,subson,1,2.5131,3.0,2.6035,2.8959
96,465,9,64,flow,2,0.6512,6.0,3.6035,1.0843
96,803,10,69,unsteadi,1,3.4055,3.0,2.6663,3.8317
96,803,10,69,lift,1,2.1729,3.0,2.6663,2.4449
96,803,10,69,wing,6,1.8222,18.0,7.6663,4.2784
96,803,10,69,subson,1,2.5131,3.0,2.6663,2.8277
96,803,10,69,flow,5,0.6512,15.0,6.6663,1.4653
97,1331,1,58,avail,1,2.8443,3.0,2.5282,3.3752
97,1331,1,58,dynam,1,2.8692,3.0,2.5282,3.4047
97,1331,1,58,respons,4,4.0879,12.0,5.5282,8.8737
97,1331,1,58,airplan,2,3.8272,6.0,3.5282,6.5085
97,1331,1,58,gust,1,4.7192,3.0,2.5282,5.5999
97,1289,2,150,dynam,1,2.8692,3.0,3.6832,2.337
97,1289,2,150,respons,1,4.0879,3.0,3.6832,3.3297
97,1289,2,150,gust,6,4.7192,18.0,8.6832,9.7828
97,1289,2,150,subson,1,2.5131,3.0,3.6832,2.047
97,779,3,115,respons,2,4.0879,6.0,4.2438,5.7796
97,779,3,115,gust,4,4.7192,12.0,6.2438,9.0699
97,779,3,115,subson,1,2.5131,3.0,3.2438,2.3243
97,882,4,32,inform,1,3.4495,3.0,2.2018,4.7001
97,882,4,32,gust,4,4.7192,12.0,5.2018,10.8868
97,1270,5,85,dynam,1,2.8692,3.0,2.8672,3.0021
97,1270,5,85,respons,3,4.0879,9.0,4.8672,7.5591
97,1270,5,85,airplan,1,3.8272,3.0,2.8672,4.0045
97,783,6,84,dynam,1,2.8692,3.0,2.8546,3.0153
97,783,6,84,airplan,4,3.8272,12.0,5.8546,7.8445
97,783,6,84,subson,1,2.5131,3.0,2.8546,2.6411
97,781,7,129,respons,6,4.0879,18.0,8.4196,8.7395
97,781,7,129,subson,3,2.5131,9.0,5.4196,4.1734
97,1214,8,113,inform,3,3.4495,9.0,5.2187,5.9488
97,1214,8,113,avail,4,2.8443,12.0,6.2187,5.4886
97,790,9,125,dynam,2,2.8692,6.0,4.3693,3.94
97,790,9,125,airplan,2,3.8272,6.0,4.3693,5.2555
97,790,9,125,subson,1,2.5131,3.0,3.3693,2.2377
97,701,10,164,avail,1,2.8443,3.0,3.859,2.2112
97,701,10,164,gust,2,4.7192,6.0,4.859,5.8274
97,701,10,164,subson,2,2.5131,6.0,4.859,3.1033
98,638,1,145,forward,1,3.3842,3.0,3.6204,2.8043
98,638,1,145,locat,2,2.8567,6.0,4.6204,3.7096
98,638,1,145,control,8,3.1259,24.0,10.6204,7.0639
98,638,1,145,effect,2,0.9524,6.0,4.6204,1.2368
98,638,1,145,low,2,2.2047,6.0,4.6204,2.863
98,638,1,145,subson,2,2.5131,6.0,4.6204,3.2635
98,638,1,145,speed,2,1.5665,6.0,4.6204,2.0342
98,638,1,145,trail,3,3.4272,9.0,5.6204,5.488
98,638,1,145,edg,3,2.0058,9.0,5.6204,3.212
98,638,1,145,flap,4,4.3272,12.0,6.6204,7.8433
98,673,2,240,locat,7,2.8567,21.0,10.8131,5.5479
98,673,2,240,effect,3,0.9524,9.0,6.8131,1.2582
98,673,2,240,low,1,2.2047,3.0,4.8131,1.3742
98,673,2,240,trail,3,3.4272,9.0,6.8131,4.5273
98,673,2,240,edg,5,2.0058,15.0,8.8131,3.414
98,673,2,240,flap,27,4.3272,81.0,30.8131,11.375
98,1343,3,145,apex,3,4.9936,9.0,5.6204,7.9963
98,1343,3,145,speed,1,1.5665,3.0,3.6204,1.298
98,1343,3,145,convent,1,3.6206,3.0,3.6204,3.0001
98,1343,3,145,trail,5,3.4272,15.0,7.6204,6.7461
98,1343,3,145,edg,7,2.0058,21.0,9.6204,4.3785
98,792,4,257,control,4,3.1259,12.0,8.0266,4.6733
98,792,4,257,effect,3,0.9524,9.0,7.0266,1.2199
98,792,4,257,low,3,2.2047,9.0,7.0266,2.824
98,792,4,257,speed,7,1.5665,21.0,11.0266,2.9833
98,792,4,257,trail,1,3.4272,3.0,5.0266,2.0455
98,792,4,257,edg,5,2.0058,15.0,9.0266,3.3332
98,792,4,257,flap,2,4.3272,6.0,6.0266,4.3081
98,433,5,249,locat,4,2.8567,12.0,7.9261,4.325
98,433,5,249,effect,1,0.9524,3.0,4.9261,0.58
98,433,5,249,low,1,2.2047,3.0,4.9261,1.3427
98,433,5,249,subson,2,2.5131,6.0,5.9261,2.5445
98,433,5,249,speed,4,1.5665,12.0,7.9261,2.3716
98,433,5,249,compar,1,1.7335,3.0,4.9261,1.0557
98,433,5,249,trail,3,3.4272,9.0,6.9261,4.4534
98,433,5,249,edg,2,2.0058,6.0,5.9261,2.0308
98,288,6,108,effect,1,0.9524,3.0,3.1559,0.9054
98,288,6,108,low,1,2.2047,3.0,3.1559,2.0958
98,288,6,108,subson,2,2.5131,6.0,4.1559,3.6283
98,288,6,108,speed,2,1.5665,6.0,4.1559,2.2616
98,288,6,108,trail,6,3.4272,18.0,8.1559,7.5639
98,288,6,108,edg,1,2.0058,3.0,3.1559,1.9067
98,85,7,159,control,5,3.1259,15.0,7.7962,6.0143
98,85,7,159,effect,2,0.9524,6.0,4.7962,1.1915
98,85,7,159,speed,1,1.5665,3.0,3.7962,1.2379
98,85,7,159,compar,1,1.7335,3.0,3.7962,1.3699
98,85,7,159,trail,12,3.4272,36.0,14.7962,8.3386
98,1163,8,110,forward,4,3.3842,12.0,6.181,6.5702
98,1163,8,110,control,4,3.1259,12.0,6.181,6.0687
98,1163,8,110,effect,1,0.9524,3.0,3.181,0.8982
98,1163,8,110,flap,1,4.3272,3.0,3.181,4.0809
98,704,9,202,control,3,3.1259,9.0,6.3361,4.4402
98,704,9,202,subson,2,2.5131,6.0,5.3361,2.8258
98,704,9,202,speed,1,1.5665,3.0,4.3361,1.0838
98,704,9,202,compar,2,1.7335,6.0,5.3361,1.9492
98,704,9,202,trail,1,3.4272,3.0,4.3361,2.3712
98,704,9,202,edg,1,2.0058,3.0,4.3361,1.3878
98,704,9,202,flap,1,4.3272,3.0,4.3361,2.9939
98,1393,10,114,forward,4,3.3842,12.0,6.2312,6.5172
98,1393,10,114,low,2,2.2047,6.0,4.2312,3.1264
98,1393,10,114,subson,1,2.5131,3.0,3.2312,2.3333
98,1393,10,114,speed,2,1.5665,6.0,4.2312,2.2213
98,1393,10,114,compar,2,1.7335,6.0,4.2312,2.4582
99,639,1,52,vehicl,2,3.0629,6.0,3.4528,5.3224
99,639,1,52,tumbl,3,5.5402,9.0,4.4528,11.1977
99,639,1,52,enter,2,3.8272,6.0,3.4528,6.6505
99,639,1,52,atmospher,2,2.8947,6.0,3.4528,5.03
99,639,1,52,tumbl,3,5.5402,9.0,4.4528,11.1977
99,639,1,52,subsequ,1,4.1314,3.0,2.4528,5.053
99,639,1,52,motion,5,2.4533,15.0,6.4528,5.7028
99,719,2,100,tumbl,3,5.5402,9.0,5.0555,9.8629
99,719,2,100,enter,2,3.8272,6.0,4.0555,5.6623
99,719,2,100,atmospher,2,2.8947,6.0,4.0555,4.2826
99,719,2,100,tumbl,3,5.5402,9.0,5.0555,9.8629
99,719,2,100,motion,1,2.4533,3.0,3.0555,2.4088
99,715,3,64,given,1,1.2852,3.0,2.6035,1.481
99,715,3,64,tumbl,1,5.5402,3.0,2.6035,6.3839
99,715,3,64,enter,2,3.8272,6.0,3.6035,6.3725
99,715,3,64,atmospher,3,2.8947,9.0,4.6035,5.6592
99,715,3,64,tumbl,1,5.5402,3.0,2.6035,6.3839
99,715,3,64,motion,4,2.4533,12.0,5.6035,5.2538
99,716,4,50,vehicl,4,3.0629,12.0,5.4277,6.7716
99,716,4,50,enter,1,3.8272,3.0,2.4277,4.7294
99,716,4,50,atmospher,2,2.8947,6.0,3.4277,5.0669
99,716,4,50,motion,3,2.4533,9.0,4.4277,4.9867
99,717,5,215,given,1,1.2852,3.0,4.4993,0.857
99,717,5,215,vehicl,8,3.0629,24.0,11.4993,6.3925
99,717,5,215,enter,2,3.8272,6.0,5.4993,4.1757
99,717,5,215,atmospher,4,2.8947,12.0,7.4993,4.6319
99,717,5,215,possibl,1,2.2047,3.0,4.4993,1.4701
99,717,5,215,motion,3,2.4533,9.0,6.4993,3.3972
99,164,6,182,vehicl,5,3.0629,15.0,8.085,5.6826
99,164,6,182,enter,2,3.8272,6.0,5.085,4.5159
99,164,6,182,atmospher,4,2.8947,12.0,7.085,4.9028
99,164,6,182,motion,2,2.4533,6.0,5.085,2.8948
99,67,7,44,given,1,1.2852,3.0,2.3524,1.639
99,67,7,44,vehicl,2,3.0629,6.0,3.3524,5.4818
99,67,7,44,atmospher,2,2.8947,6.0,3.3524,5.1807
99,67,7,44,motion,2,2.4533,6.0,3.3524,4.3908
99,1000,8,123,tumbl,1,5.5402,3.0,3.3442,4.9699
99,1000,8,123,atmospher,1,2.8947,3.0,3.3442,2.5967
99,1000,8,123,predict,1,1.9797,3.0,3.3442,1.7759
99,1000,8,123,tumbl,1,5.5402,3.0,3.3442,4.9699
99,1000,8,123,motion,1,2.4533,3.0,3.3442,2.2008
99,682,9,104,given,2,1.2852,6.0,4.1057,1.8782
99,682,9,104,tumbl,1,5.5402,3.0,3.1057,5.3516
99,682,9,104,tumbl,1,5.5402,3.0,3.1057,5.3516
99,682,9,104,motion,2,2.4533,6.0,4.1057,3.5852
99,944,10,69,vehicl,1,3.0629,3.0,2.6663,3.4463
99,944,10,69,enter,2,3.8272,6.0,3.6663,6.2634
99,944,10,69,atmospher,3,2.8947,9.0,4.6663,5.583
100,760,1,102,effect,1,0.9524,3.0,3.0806,0.9275
100,760,1,102,initi,4,2.549,12.0,6.0806,5.0305
100,760,1,102,imperfect,4,4.0463,12.0,6.0806,7.9853
100,760,1,102,buckl,6,2.3968,18.0,8.0806,5.3391
100,760,1,102,cylindr,2,2.6448,6.0,4.0806,3.8888
100,760,1,102,shell,2,2.5768,6.0,4.0806,3.7889
100,760,1,102,axial,2,2.2511,6.0,4.0806,3.31
100,760,1,102,compress,2,1.9491,6.0,4.0806,2.866
100,1122,2,118,initi,5,2.549,15.0,7.2815,5.251
100,1122,2,118,imperfect,5,4.0463,15.0,7.2815,8.3354
100,1122,2,118,buckl,5,2.3968,15.0,7.2815,4.9375
100,1122,2,118,cylindr,2,2.6448,6.0,4.2815,3.7064
100,1122,2,118,shell,2,2.5768,6.0,4.2815,3.6111
100,1122,2,118,axial,3,2.2511,9.0,5.2815,3.8361
100,1122,2,118,compress,3,1.9491,9.0,5.2815,3.3215
100,822,3,121,effect,2,0.9524,6.0,4.3191,1.3231
100,822,3,121,initi,2,2.549,6.0,4.3191,3.541
100,822,3,121,imperfect,5,4.0463,15.0,7.3191,8.2925
100,822,3,121,elast,3,2.8321,9.0,5.3191,4.792
100,822,3,121,buckl,5,2.3968,15.0,7.3191,4.9121
100,822,3,121,shell,1,2.5768,3.0,3.3191,2.329
100,822,3,121,axial,2,2.2511,6.0,4.3191,3.1272
100,822,3,121,compress,2,1.9491,6.0,4.3191,2.7077
100,1172,4,98,effect,3,0.9524,9.0,5.0304,1.7041
100,1172,4,98,elast,7,2.8321,21.0,9.0304,6.5861
100,1172,4,98,buckl,5,2.3968,15.0,7.0304,5.1139
100,1172,4,98,cylindr,2,2.6448,6.0,4.0304,3.9373
100,1172,4,98,shell,5,2.5768,15.0,7.0304,5.4979
100,1172,4,98,axial,2,2.2511,6.0,4.0304,3.3512
100,1172,4,98,compress,1,1.9491,3.0,3.0304,1.9296
100,739,5,167,imperfect,1,4.0463,3.0,3.8966,3.1152
100,739,5,167,elast,2,2.8321,6.0,4.8966,3.4703
100,739,5,167,buckl,10,2.3968,30.0,12.8966,5.5755
100,739,5,167,cylindr,3,2.6448,9.0,5.8966,4.0367
100,739,5,167,shell,10,2.5768,30.0,12.8966,5.9941
100,739,5,167,axial,2,2.2511,6.0,4.8966,2.7584
100,739,5,167,compress,2,1.9491,6.0,4.8966,2.3883
100,1126,6,53,effect,1,0.9524,3.0,2.4654,1.159
100,1126,6,53,elast,2,2.8321,6.0,3.4654,4.9036
100,1126,6,53,buckl,3,2.3968,9.0,4.4654,4.8308
100,1126,6,53,cylindr,2,2.6448,6.0,3.4654,4.5792
100,1126,6,53,shell,2,2.5768,6.0,3.4654,4.4615
100,1126,6,53,axial,3,2.2511,9.0,4.4654,4.5371
100,1126,6,53,compress,1,1.9491,3.0,2.4654,2.3718
100,897,7,60,effect,2,0.9524,6.0,3.5533,1.6083
100,897,7,60,initi,2,2.549,6.0,3.5533,4.3042
100,897,7,60,buckl,4,2.3968,12.0,5.5533,5.1793
100,897,7,60,cylindr,3,2.6448,9.0,4.5533,5.2277
100,897,7,60,shell,3,2.5768,9.0,4.5533,5.0933
100,897,7,60,axial,1,2.2511,3.0,2.5533,2.645
100,897,7,60,compress,1,1.9491,3.0,2.5533,2.2901
100,740,8,130,initi,1,2.549,3.0,3.4321,2.2281
100,740,8,130,elast,1,2.8321,3.0,3.4321,2.4756
100,740,8,130,buckl,5,2.3968,15.0,7.4321,4.8374
100,740,8,130,cylindr,5,2.6448,15.0,7.4321,5.3379
100,740,8,130,shell,5,2.5768,15.0,7.4321,5.2007
100,740,8,130,axial,1,2.2511,3.0,3.4321,1.9677
100,740,8,130,compress,3,1.9491,9.0,5.4321,3.2293
100,1051,9,129,effect,1,0.9524,3.0,3.4196,0.8356
100,1051,9,129,initi,1,2.549,3.0,3.4196,2.2363
100,1051,9,129,imperfect,1,4.0463,3.0,3.4196,3.5498
100,1051,9,129,buckl,3,2.3968,9.0,5.4196,3.9803
100,1051,9,129,cylindr,2,2.6448,6.0,4.4196,3.5906
100,1051,9,129,shell,2,2.5768,6.0,4.4196,3.4983
100,1051,9,129,axial,2,2.2511,6.0,4.4196,3.0561
100,1051,9,129,compress,5,1.9491,15.0,7.4196,3.9405
100,885,10,49,elast,1,2.8321,3.0,2.4152,3.5179
100,885,10,49,buckl,4,2.3968,12.0,5.4152,5.3113
100,885,10,49,cylindr,2,2.6448,6.0,3.4152,4.6465
100,885,10,49,shell,2,2.5768,6.0,3.4152,4.5271
100,885,10,49,axial,2,2.2511,6.0,3.4152,3.9549
100,885,10,49,compress,1,1.9491,3.0,2.4152,2.4211
101,819,1,58,increment,1,4.3827,3.0,2.5282,5.2007
101,819,1,58,theori,4,1.1214,12.0,5.5282,2.4341
101,819,1,58,deform,3,3.3842,9.0,4.5282,6.7263
101,819,1,58,theori,4,1.1214,12.0,5.5282,2.4341
101,819,1,58,plastic,3,3.8272,9.0,4.5282,7.6068
101,819,1,58,stress,3,2.2047,9.0,4.5282,4.3821
101,819,1,58,differ,2,1.9848,6.0,3.5282,3.3754
101,819,1,58,great,1,3.5192,3.0,2.5282,4.176
101,817,2,44,increment,2,4.3827,6.0,3.3524,7.844
101,817,2,44,deform,1,3.3842,3.0,2.3524,4.3158
101,817,2,44,plastic,2,3.8272,6.0,3.3524,6.8498
101,817,2,44,stress,5,2.2047,15.0,6.3524,5.2061
101,817,2,44,strain,6,3.5686,18.0,7.3524,8.7367
101,820,3,143,theori,16,1.1214,48.0,18.5953,2.8945
101,820,3,143,deform,6,3.3842,18.0,8.5953,7.0871
101,820,3,143,theori,16,1.1214,48.0,18.5953,2.8945
101,820,3,143,plastic,9,3.8272,27.0,11.5953,8.9118
101,820,3,143,stress,4,2.2047,12.0,6.5953,4.0115
101,820,3,143,strain,3,3.5686,9.0,5.5953,5.7401
101,818,4,66,theori,3,1.1214,9.0,4.6286,2.1804
101,818,4,66,deform,2,3.3842,6.0,3.6286,5.5959
101,818,4,66,theori,3,1.1214,9.0,4.6286,2.1804
101,818,4,66,plastic,2,3.8272,6.0,3.6286,6.3284
101,818,4,66,stress,3,2.2047,9.0,4.6286,4.287
101,818,4,66,strain,2,3.5686,6.0,3.6286,5.9008
101,818,4,66,differ,1,1.9848,3.0,2.6286,2.2653
101,818,4,66,problem,1,1.4657,3.0,2.6286,1.6728
101,760,5,102,increment,2,4.3827,6.0,4.0806,6.4443
101,760,5,102,theori,4,1.1214,12.0,6.0806,2.213
101,760,5,102,deform,2,3.3842,6.0,4.0806,4.9761
101,760,5,102,theori,4,1.1214,12.0,6.0806,2.213
101,760,5,102,plastic,1,3.8272,3.0,3.0806,3.7271
101,760,5,102,stress,2,2.2047,6.0,4.0806,3.2418
101,760,5,102,strain,1,3.5686,3.0,3.0806,3.4753
101,760,5,102,relationship,1,3.9308,3.0,3.0806,3.8279
101,1119,6,174,increment,1,4.3827,3.0,3.9845,3.2998
101,1119,6,174,theori,9,1.1214,27.0,11.9845,2.5263
101,1119,6,174,deform,4,3.3842,12.0,6.9845,5.8144
101,1119,6,174,theori,9,1.1214,27.0,11.9845,2.5263
101,1119,6,174,plastic,6,3.8272,18.0,8.9845,7.6676
101,1119,6,174,appli,1,1.9244,3.0,3.9845,1.4489
101,1119,6,174,stabil,5,2.4533,15.0,7.9845,4.6088
101,1119,6,174,problem,2,1.4657,6.0,4.9845,1.7644
101,825,7,128,increment,4,4.3827,12.0,6.407,8.2087
101,825,7,128,theori,5,1.1214,15.0,7.407,2.2709
101,825,7,128,deform,1,3.3842,3.0,3.407,2.9799
101,825,7,128,theori,5,1.1214,15.0,7.407,2.2709
101,825,7,128,plastic,4,3.8272,12.0,6.407,7.1682
101,825,7,128,stress,1,2.2047,3.0,3.407,1.9414
101,825,7,128,appli,1,1.9244,3.0,3.407,1.6945
101,823,8,60,theori,1,1.1214,3.0,2.5533,1.3175
101,823,8,60,deform,1,3.3842,3.0,2.5533,3.9763
101,823,8,60,theori,1,1.1214,3.0,2.5533,1.3175
101,823,8,60,plastic,4,3.8272,12.0,5.5533,8.2702
101,823,8,60,stress,1,2.2047,3.0,2.5533,2.5905
101,823,8,60,strain,1,3.5686,3.0,2.5533,4.193
101,823,8,60,relationship,1,3.9308,3.0,2.5533,4.6185
101,837,9,147,theori,1,1.1214,3.0,3.6455,0.9228
101,837,9,147,deform,1,3.3842,3.0,3.6455,2.7849
101,837,9,147,theori,1,1.1214,3.0,3.6455,0.9228
101,837,9,147,plastic,3,3.8272,9.0,5.6455,6.1013
101,837,9,147,stress,10,2.2047,30.0,12.6455,5.2305
101,837,9,147,strain,5,3.5686,15.0,7.6455,7.0014
101,837,9,147,problem,3,1.4657,9.0,5.6455,2.3367
101,826,10,189,theori,9,1.1214,27.0,12.1728,2.4872
101,826,10,189,deform,5,3.3842,15.0,8.1728,6.2112
101,826,10,189,theori,9,1.1214,27.0,12.1728,2.4872
101,826,10,189,stress,5,2.2047,15.0,8.1728,4.0465
101,826,10,189,differ,1,1.9848,3.0,4.1728,1.427
101,826,10,189,great,1,3.5192,3.0,4.1728,2.5301
101,826,10,189,appli,1,1.9244,3.0,4.1728,1.3835
101,826,10,189,problem,3,1.4657,9.0,6.1728,2.1371
102,910,1,28,continu,2,3.2107,6.0,3.1515,6.1126
102,910,1,28,span,2,3.4954,6.0,3.1515,6.6547
102,729,2,95,characterist,1,2.0273,3.0,2.9927,2.0322
102,729,2,95,structur,3,2.5675,9.0,4.9927,4.6282
102,729,2,95,continu,2,3.2107,6.0,3.9927,4.8249
102,1339,3,136,basic,1,3.5192,3.0,3.5074,3.0101
102,1339,3,136,characterist,3,2.0273,9.0,5.5074,3.3129
102,1339,3,136,span,2,3.4954,6.0,4.5074,4.6529
102,1092,4,169,characterist,2,2.0273,6.0,4.9218,2.4714
102,1092,4,169,span,8,3.4954,24.0,10.9218,7.681
102,1290,5,132,dynam,2,2.8692,6.0,4.4572,3.8623
102,1290,5,132,characterist,2,2.0273,6.0,4.4572,2.729
102,1290,5,132,span,1,3.4954,3.0,3.4572,3.0332
102,1289,6,150,dynam,1,2.8692,3.0,3.6832,2.337
102,1289,6,150,continu,2,3.2107,6.0,4.6832,4.1135
102,1289,6,150,span,1,3.4954,3.0,3.6832,2.8471
102,728,7,39,structur,1,2.5675,3.0,2.2896,3.364
102,728,7,39,continu,2,3.2107,6.0,3.2896,5.856
102,1007,8,111,dynam,1,2.8692,3.0,3.1936,2.6953
102,1007,8,111,characterist,1,2.0273,3.0,3.1936,1.9044
102,1007,8,111,continu,2,3.2107,6.0,4.1936,4.5937
102,1001,9,82,dynam,3,2.8692,9.0,4.8295,5.3469
102,1001,9,82,characterist,3,2.0273,9.0,4.8295,3.778
102,720,10,109,dynam,1,2.8692,3.0,3.1685,2.7166
102,720,10,109,characterist,1,2.0273,3.0,3.1685,1.9195
102,720,10,109,structur,3,2.5675,9.0,5.1685,4.4708
103,761,1,49,buckl,4,2.3968,12.0,5.4152,5.3113
103,761,1,49,sandwich,2,4.6423,6.0,3.4152,8.1558
103,761,1,49,sphere,3,3.5686,9.0,4.4152,7.2744
103,1214,2,113,inform,3,3.4495,9.0,5.2187,5.9488
103,1214,2,113,sphere,2,3.5686,6.0,4.2187,5.0755
103,1214,2,113,avail,4,2.8443,12.0,6.2187,5.4886
103,1127,3,135,buckl,6,2.3968,18.0,8.4949,5.0787
103,1127,3,135,sandwich,3,4.6423,9.0,5.4949,7.6035
103,1050,4,45,buckl,2,2.3968,6.0,3.365,4.2737
103,1050,4,45,sandwich,2,4.6423,6.0,3.365,8.2775
103,956,5,75,buckl,3,2.3968,9.0,4.7416,4.5494
103,956,5,75,sandwich,2,4.6423,6.0,3.7416,7.4443
103,1048,6,32,buckl,1,2.3968,3.0,2.2018,3.2658
103,1048,6,32,sandwich,2,4.6423,6.0,3.2018,8.6995
103,1126,7,53,buckl,3,2.3968,9.0,4.4654,4.8308
103,1126,7,53,sandwich,1,4.6423,3.0,2.4654,5.6489
103,720,8,109,sandwich,6,4.6423,18.0,8.1685,10.2296
103,951,9,52,buckl,2,2.3968,6.0,3.4528,4.165
103,951,9,52,sandwich,1,4.6423,3.0,2.4528,5.6778
103,251,10,47,inform,2,3.4495,6.0,3.3901,6.1051
103,251,10,47,avail,1,2.8443,3.0,2.3901,3.5702
104,762,1,103,load,7,1.9441,21.0,9.0931,4.4898
104,762,1,103,beam,1,4.3827,3.0,3.0931,4.2508
104,762,1,103,materi,1,3.0036,3.0,3.0931,2.9132
104,762,1,103,inelast,3,4.8936,9.0,5.0931,8.6473
104,762,1,103,temperatur,7,1.6521,21.0,9.0931,3.8154
104,462,2,88,beam,2,4.3827,6.0,3.9048,6.7344
104,462,2,88,obtain,2,1.104,6.0,3.9048,1.6963
104,462,2,88,materi,3,3.0036,9.0,4.9048,5.5114
104,462,2,88,temperatur,5,1.6521,15.0,6.9048,3.589
104,462,2,88,present,1,1.0154,3.0,2.9048,1.0487
104,644,3,109,load,3,1.9441,9.0,5.1685,3.3854
104,644,3,109,beam,3,4.3827,9.0,5.1685,7.6318
104,644,3,109,obtain,2,1.104,6.0,4.1685,1.589
104,644,3,109,uniform,2,2.2444,6.0,4.1685,3.2305
104,644,3,109,present,4,1.0154,12.0,6.1685,1.9754
104,837,4,147,load,2,1.9441,6.0,4.6455,2.511
104,837,4,147,deform,1,3.3842,3.0,3.6455,2.7849
104,837,4,147,obtain,1,1.104,3.0,3.6455,0.9085
104,837,4,147,materi,1,3.0036,3.0,3.6455,2.4717
104,837,4,147,inelast,2,4.8936,6.0,4.6455,6.3203
104,837,4,147,temperatur,3,1.6521,9.0,5.6455,2.6337
104,1024,5,111,load,4,1.9441,12.0,6.1936,3.7667
104,1024,5,111,beam,3,4.3827,9.0,5.1936,7.5949
104,1024,5,111,obtain,3,1.104,9.0,5.1936,1.9131
104,1024,5,111,materi,2,3.0036,6.0,4.1936,4.2975
104,840,6,51,load,3,1.9441,9.0,4.4403,3.9405
104,840,6,51,deform,2,3.3842,6.0,3.4403,5.9022
104,840,6,51,materi,1,3.0036,3.0,2.4403,3.6925
104,840,6,51,present,2,1.0154,6.0,3.4403,1.771
104,824,7,96,load,2,1.9441,6.0,4.0053,2.9124
104,824,7,96,deform,1,3.3842,3.0,3.0053,3.3783
104,824,7,96,obtain,2,1.104,6.0,4.0053,1.6538
104,824,7,96,inelast,2,4.8936,6.0,4.0053,7.3307
104,1177,8,62,load,4,1.9441,12.0,5.5784,4.1821
104,1177,8,62,beam,4,4.3827,12.0,5.5784,9.428
104,1177,8,62,present,1,1.0154,3.0,2.5784,1.1815
104,29,9,144,beam,4,4.3827,12.0,6.6079,7.9591
104,29,9,144,obtain,1,1.104,3.0,3.6079,0.918
104,29,9,144,temperatur,8,1.6521,24.0,10.6079,3.7378
104,29,9,144,present,5,1.0154,15.0,7.6079,2.0021
104,744,10,66,load,5,1.9441,15.0,6.6286,4.3994
104,744,10,66,characterist,1,2.0273,3.0,2.6286,2.3137
104,744,10,66,non,2,3.0939,6.0,3.6286,5.1158
104,744,10,66,uniform,1,2.2444,3.0,2.6286,2.5615
105,764,1,97,effect,1,0.9524,3.0,3.0178,0.9468
105,764,1,97,intern,2,3.4495,6.0,4.0178,5.1512
105,764,1,97,liquid,6,4.1314,18.0,8.0178,9.2751
105,764,1,97,breath,2,5.9922,6.0,4.0178,8.9484
105,764,1,97,vibrat,2,3.2107,6.0,4.0178,4.7947
105,764,1,97,cylindr,1,2.6448,3.0,3.0178,2.6292
105,764,1,97,shell,8,2.5768,24.0,10.0178,6.1733
105,848,2,42,effect,1,0.9524,3.0,2.3273,1.2277
105,848,2,42,intern,1,3.4495,3.0,2.3273,4.4465
105,848,2,42,column,1,3.6476,3.0,2.3273,4.702
105,848,2,42,breath,1,5.9922,3.0,2.3273,7.7242
105,848,2,42,vibrat,1,3.2107,3.0,2.3273,4.1387
105,848,2,42,cylindr,2,2.6448,6.0,3.3273,4.7692
105,848,2,42,shell,4,2.5768,12.0,5.3273,5.8044
105,847,3,53,effect,1,0.9524,3.0,2.4654,1.159
105,847,3,53,intern,1,3.4495,3.0,2.4654,4.1974
105,847,3,53,vibrat,2,3.2107,6.0,3.4654,5.559
105,847,3,53,cylindr,2,2.6448,6.0,3.4654,4.5792
105,847,3,53,shell,3,2.5768,9.0,4.4654,5.1935
105,846,4,121,effect,2,0.9524,6.0,4.3191,1.3231
105,846,4,121,intern,8,3.4495,24.0,10.3191,8.0227
105,846,4,121,vibrat,4,3.2107,12.0,6.3191,6.0971
105,846,4,121,cylindr,1,2.6448,3.0,3.3191,2.3905
105,846,4,121,shell,1,2.5768,3.0,3.3191,2.329
105,953,5,38,effect,1,0.9524,3.0,2.2771,1.2548
105,953,5,38,vibrat,1,3.2107,3.0,2.2771,4.23
105,953,5,38,cylindr,2,2.6448,6.0,3.2771,4.8423
105,953,5,38,shell,3,2.5768,9.0,4.2771,5.4222
105,739,6,167,column,1,3.6476,3.0,3.8966,2.8083
105,739,6,167,vibrat,1,3.2107,3.0,3.8966,2.4719
105,739,6,167,cylindr,3,2.6448,9.0,5.8966,4.0367
105,739,6,167,shell,10,2.5768,30.0,12.8966,5.9941
105,743,7,75,intern,1,3.4495,3.0,2.7416,3.7746
